26e10 ,  27e10 ,  2.86910 e-6 ,  7.55027 e-5 ,  1.98691 e-3 ,  5.22873 e-2 ,  1.37598 e0 ,  3.62101 e1 
27e10 ,  28e10 ,  2.43132 e-6 ,  6.40002 e-5 ,  1.68469 e-3 ,  4.43466 e-2 ,  1.16735 e0 ,  3.07283 e1 
28e10 ,  29e10 ,  2.73706 e-6 ,  7.22351 e-5 ,  1.90640 e-3 ,  5.03127 e-2 ,  1.32783 e0 ,  3.50434 e1 
29e10 ,  30e10 ,  2.59106 e-6 ,  6.84089 e-5 ,  1.80613 e-3 ,  4.76853 e-2 ,  1.25898 e0 ,  3.32396 e1 
30e10 ,  31e10 ,  2.41963 e-6 ,  6.39936 e-5 ,  1.69249 e-3 ,  4.47624 e-2 ,  1.18386 e0 ,  3.13105 e1 
31e10 ,  32e10 ,  2.21245 e-6 ,  5.85673 e-5 ,  1.55038 e-3 ,  4.10412 e-2 ,  1.08643 e0 ,  2.87598 e1 
32e10 ,  33e10 ,  1.72269 e-6 ,  4.56367 e-5 ,  1.20899 e-3 ,  3.20280 e-2 ,  8.48474 e-1 ,  2.24774 e1 
33e10 ,  34e10 ,  1.46360 e-6 ,  3.88604 e-5 ,  1.03180 e-3 ,  2.73956 e-2 ,  7.27389 e-1 ,  1.93132 e1 
34e10 ,  35e10 ,  1.91975 e-6 ,  5.10043 e-5 ,  1.35510 e-3 ,  3.60025 e-2 ,  9.56524 e-1 ,  2.54132 e1 
35e10 ,  36e10 ,  1.91465 e-6 ,  5.09395 e-5 ,  1.35525 e-3 ,  3.60567 e-2 ,  9.59293 e-1 ,  2.55221 e1 
36e10 ,  37e10 ,  2.19313 e-6 ,  5.83927 e-5 ,  1.55472 e-3 ,  4.13951 e-2 ,  1.10216 e0 ,  2.93453 e1 
37e10 ,  38e10 ,  2.05932 e-6 ,  5.48858 e-5 ,  1.46284 e-3 ,  3.89883 e-2 ,  1.03913 e0 ,  2.76954 e1 
38e10 ,  39e10 ,  2.29636 e-6 ,  6.12815 e-5 ,  1.63538 e-3 ,  4.36424 e-2 ,  1.16466 e0 ,  3.10805 e1 
39e10 ,  40e10 ,  2.32437 e-6 ,  6.20941 e-5 ,  1.65880 e-3 ,  4.43139 e-2 ,  1.18382 e0 ,  3.16250 e1 
40e10 ,  41e10 ,  2.62662 e-6 ,  7.01926 e-5 ,  1.87579 e-3 ,  5.01279 e-2 ,  1.33959 e0 ,  3.57987 e1 
41e10 ,  42e10 ,  2.18274 e-6 ,  5.83701 e-5 ,  1.56091 e-3 ,  4.17413 e-2 ,  1.11623 e0 ,  2.98498 e1 
42e10 ,  43e10 ,  2.11475 e-6 ,  5.66141 e-5 ,  1.51562 e-3 ,  4.05749 e-2 ,  1.08624 e0 ,  2.90798 e1 
43e10 ,  44e10 ,  1.83951 e-6 ,  4.92751 e-5 ,  1.31993 e-3 ,  3.53572 e-2 ,  9.47114 e-1 ,  2.53704 e1 
44e10 ,  45e10 ,  1.66382 e-6 ,  4.46343 e-5 ,  1.19737 e-3 ,  3.21211 e-2 ,  8.61691 e-1 ,  2.31160 e1 
45e10 ,  46e10 ,  1.64139 e-6 ,  4.40693 e-5 ,  1.18320 e-3 ,  3.17676 e-2 ,  8.52919 e-1 ,  2.28998 e1 
46e10 ,  47e10 ,  1.71266 e-6 ,  4.60159 e-5 ,  1.23636 e-3 ,  3.32186 e-2 ,  8.92519 e-1 ,  2.39803 e1 
47e10 ,  48e10 ,  1.87687 e-6 ,  5.04822 e-5 ,  1.35782 e-3 ,  3.65213 e-2 ,  9.82313 e-1 ,  2.64213 e1 
48e10 ,  49e10 ,  1.87852 e-6 ,  5.05266 e-5 ,  1.35902 e-3 ,  3.65535 e-2 ,  9.83182 e-1 ,  2.64447 e1 
49e10 ,  50e10 ,  1.88896 e-6 ,  5.08825 e-5 ,  1.37061 e-3 ,  3.69198 e-2 ,  9.94501 e-1 ,  2.67886 e1 
50e10 ,  51e10 ,  1.89356 e-6 ,  5.10206 e-5 ,  1.37472 e-3 ,  3.70409 e-2 ,  9.98044 e-1 ,  2.68917 e1 
51e10 ,  52e10 ,  1.80664 e-6 ,  4.87131 e-5 ,  1.31347 e-3 ,  3.54157 e-2 ,  9.54927 e-1 ,  2.57481 e1 
52e10 ,  53e10 ,  1.74704 e-6 ,  4.71470 e-5 ,  1.27235 e-3 ,  3.43367 e-2 ,  9.26639 e-1 ,  2.50071 e1 
53e10 ,  54e10 ,  1.39274 e-6 ,  3.75997 e-5 ,  1.01507 e-3 ,  2.74038 e-2 ,  7.39818 e-1 ,  1.99728 e1 
54e10 ,  55e10 ,  1.25296 e-6 ,  3.38714 e-5 ,  9.15650 e-4 ,  2.47529 e-2 ,  6.69150 e-1 ,  1.80892 e1 
55e10 ,  56e10 ,  1.30633 e-6 ,  3.53272 e-5 ,  9.55357 e-4 ,  2.58358 e-2 ,  6.98680 e-1 ,  1.88944 e1 
56e10 ,  57e10 ,  1.22171 e-6 ,  3.30680 e-5 ,  8.95046 e-4 ,  2.42261 e-2 ,  6.55724 e-1 ,  1.77484 e1 
57e10 ,  58e10 ,  1.40190 e-6 ,  3.79535 e-5 ,  1.02751 e-3 ,  2.78179 e-2 ,  7.53112 e-1 ,  2.03890 e1 
58e10 ,  59e10 ,  1.69730 e-6 ,  4.59964 e-5 ,  1.24649 e-3 ,  3.37795 e-2 ,  9.15416 e-1 ,  2.48075 e1 
59e10 ,  60e10 ,  1.62157 e-6 ,  4.39642 e-5 ,  1.19197 e-3 ,  3.23168 e-2 ,  8.76180 e-1 ,  2.37551 e1 
60e10 ,  61e10 ,  1.52488 e-6 ,  4.13767 e-5 ,  1.12274 e-3 ,  3.04648 e-2 ,  8.26646 e-1 ,  2.24306 e1 
61e10 ,  62e10 ,  1.60364 e-6 ,  4.35194 e-5 ,  1.18102 e-3 ,  3.20503 e-2 ,  8.69773 e-1 ,  2.36037 e1 
62e10 ,  63e10 ,  1.71497 e-6 ,  4.65765 e-5 ,  1.26496 e-3 ,  3.43547 e-2 ,  9.33031 e-1 ,  2.53400 e1 
63e10 ,  64e10 ,  1.69670 e-6 ,  4.61014 e-5 ,  1.25263 e-3 ,  3.40354 e-2 ,  9.24780 e-1 ,  2.51274 e1 
64e10 ,  65e10 ,  1.59469 e-6 ,  4.33521 e-5 ,  1.17854 e-3 ,  3.20389 e-2 ,  8.70987 e-1 ,  2.36780 e1 
65e10 ,  66e10 ,  1.65110 e-6 ,  4.49346 e-5 ,  1.22289 e-3 ,  3.32810 e-2 ,  9.05741 e-1 ,  2.46497 e1 
66e10 ,  67e10 ,  1.66910 e-6 ,  4.54282 e-5 ,  1.23643 e-3 ,  3.36521 e-2 ,  9.15915 e-1 ,  2.49286 e1 
67e10 ,  68e10 ,  1.57358 e-6 ,  4.28513 e-5 ,  1.16692 e-3 ,  3.17773 e-2 ,  8.65354 e-1 ,  2.35652 e1 
68e10 ,  69e10 ,  1.75478 e-6 ,  4.78305 e-5 ,  1.30373 e-3 ,  3.55359 e-2 ,  9.68610 e-1 ,  2.64016 e1 
69e10 ,  70e10 ,  1.57476 e-6 ,  4.29284 e-5 ,  1.17024 e-3 ,  3.19011 e-2 ,  8.69631 e-1 ,  2.37064 e1 
